1,1,LISTER,-1.000000,"To Gannymede and Titan, yes sir, I've been around..."
1,1,RIMMER,0.000000,"Lister."
1,1,LISTER,0.000000,"Huh?"
1,1,RIMMER,0.000000,"Have you ever been hit over the head with a welding mallet?"
1,1,RIMMER,0.000000,"No? Stop that and push the trolley."
1,1,LISTER,-1.000000,"Yes, sir, Rimmer!"
1,1,RIMMER,0.000000,"Right. Corridor 159."
1,1,RIMMER,1.000000,"Lister, shut up!"
1,1,LISTER,0.000000,"I'm only humming!"
1,1,RIMMER,-1.000000,"Well *don't*."
1,1,RIMMER,-1.000000,"Lister, don't hum and don't make any stupid sounds with your cheeks."
1,1,RIMMER,0.500000,"Lister, one more sound, anything, and you're on report, my laddo. What job number's this?"
1,1,RIMMER,0.000000,"Right! That's it!  "Lister, D., Third Technician. Offense: obstructing a superior technician by humming, clicking, and being quiet." When the Captain sees this you're dead."
1,1,LISTER,-1.000000,"Rimmer, I'm bored!"
1,1,RIMMER,-0.750000,"Bored?! This is essential routine maintenance! It's absolutely vital for the well-being of this crew, this mission, and this ship. "Dispenser 172: chicken soup nozzle clogged.""
1,1,RIMMER,-1.000000,"Pass me a 14B, Lister."
1,1,RIMMER,-1.000000,"Lister, is this a 14B? Does it look even *remotely* like a 14B?"
1,1,RIMMER,-0.666667,"*This* is a 14B, Lister. This is a 14F. Are you blind?!"
1,1,LISTER,0.000000,"Who cares?"
1,1,RIMMER,1.000000,"*I* care, Lister!"
1,1,RIMMER,0.000000,"It's *my* career, Lister. I'm the one who gets it in the neck if an officer comes along, orders chicken soup, and gets black currant cordial with blancmange and two creams and a sugar."
1,1,RIMMER,0.000000,"Chicken soup."
1,1,RIMMER,0.000000,"Yep. That's working."
1,1,LISTER,-1.000000,"It's stupid anyway, all this maintenance business. The only reason they don't give this job to the service robots is they've got a better union than us."
1,1,RIMMER,-0.400000,"Lister, that is absolute nonsense. Right. What's next? "Botanical gardens: faulty power circuit. In corridor 147: sticking door.""
1,1,LISTER,-0.666667,"It's true, you know, though, Rimmer. You rank below all four of those service robots. Even the one that's gone absolutely mad."
1,1,RIMMER,0.000000,"Well, Lister, not for long, matey. Up, up, up! That's where I'm going!"
1,1,LISTER,-0.500000,"Not until you pass your engineer's exam. And you won't do that because you'll just go in there and flunk again."
1,1,RIMMER,-1.000000,"Lister, last time I only failed by the *narrowest* of narrow margins."
1,1,LISTER,-1.000000,"You what? You walked in there, wrote, "I am a fish," four hundred times, did a funny little dance, and fainted."
1,1,RIMMER,-1.000000,"That's a total lie!"
1,1,LISTER,0.000000,"No, it's not! Petersen told me."
1,1,RIMMER,-0.333333,""No, it's not! Petersen told me." Lister, if you must know, what I did was, I wrote a discourse on power circuits which was simply too *radical*, too *unconventional*, too *mould- breaking* for the examiners to accept."
1,1,LISTER,0.000000,"Yeah. You said you were a fish."
1,1,RIMMER,-1.000000,"Is that a cigarette you're smoking, Lister?"
1,1,LISTER,0.000000,"No, it's a chicken."
1,1,RIMMER,0.250000,"Right! You're on report. Two times in as many minutes, Lister! I don't know."
1,1,RIMMER,-1.000000,"Yes, sir."
1,1,LISTER,-1.000000,"Yo, Todhunter, get down!"
1,1,RIMMER,1.000000,"Yes, sir!"
1,1,RIMMER,1.000000,"Yes, sir!"
1,1,LISTER,0.000000,"I stood on his toe."
1,1,RIMMER,0.000000,"Maliciously, and with intent to wound."
1,1,LISTER,0.000000,"It was an accident!"
1,1,RIMMER,-1.000000,"Lister, I put it to you, how is it possible to stand on one small toe by accident? You didn't stand on my toe at all, you stood on my entire foot, thereby obstructing a superior technician in pursuit of vital duty."
1,1,LISTER,-1.000000,"But the vital duty was him going to snap my guitar in half!"
1,1,RIMMER,1.000000,"Whereupon you leapt from the top bunk onto the whole of my right foot."
1,1,RIMMER,-1.000000,"Had there been a crisis situation, Lister, I would have had to perform my duties hopping, clearly putting the ship at risk, clearly therefore mutiny."
1,1,RIMMER,0.000000,"However, I'm not a vindictive man, so I don't intend to apply for the death penalty."
1,1,LISTER,-0.666667,"You see, I try, sir. I'm not an insubordinate man by nature. I try and respect Rimmer and everything, but it's not easy, 'cause he's such a smeghead."
1,1,RIMMER,-1.000000,"Did you hear that, sir?  Lister, do you have any conception of the penalty for describing a superior technician as a smeghead?"
1,1,RIMMER,1.000000,"You heard that!  With respect, sir, your career's finished, Todhunter, you big lig!"
1,1,LISTER,1.000000,"There goes MacIntyre."
1,1,LISTER,0.000000,"Goodbye George."
1,1,LISTER,0.000000,"That was George!"
1,1,RIMMER,0.000000,"Really? I thought it was Mary Queen of Scots."
1,1,RIMMER,0.000000,"Off!"
1,1,LISTER,0.000000,"Hey! I was watching that!"
1,1,RIMMER,1.000000,"Well, tough!"
1,1,RIMMER,0.000000,"You touch that guitar, Lister, I'll remove the E string and garrotte you with it."
1,1,LISTER,0.000000,"Can I do anything? Is it OK if I breathe? Can I breathe?"
1,1,RIMMER,-1.000000,"Lister, I have an exam tomorrow, which I intend to pass."
1,1,LISTER,0.500000,"I know, yeah. By cheating."
1,1,RIMMER,-0.666667,"This is not cheating! It's merely an aid to memory. Helps me marshal the facts already in my command."
1,1,LISTER,-0.333333,"What does? Copying the entire textbooks onto your body? Why don't you hand your body in and let them mark that?"
1,1,RIMMER,-0.250000,"Lister, do you think it's easy for someone like me to become an officer? Someone who wasn't Academy educated? Someone who didn't have the right nobby background? Someone who didn't have the right parents?"
1,1,LISTER,-0.500000,"You didn't have the right parents? Whose parents did you have?"
1,1,RIMMER,0.000000,"*My* parents. The wrong parents."
1,1,LISTER,-1.000000,"I'm just saying, you know, if you can't pass fair and square, why bother?"
1,1,RIMMER,-0.500000,"Well, you would, Lister, because you've got no ambition, no drive. You're perfectly content to be the lowest rank on the ship."
1,1,LISTER,0.000000,"I'm not the lowest rank on this ship. What about the laboratory mice? I tell those mice to do something, they've got to jump to it. "Yes, sir, Mr Lister, sir! Eee, eee, eee, eee...""
1,1,RIMMER,-1.000000,"Lister, you are a nothing."
1,1,LISTER,-0.500000,"I'm not a nothing! I've got me plan."
1,1,RIMMER,0.000000,"What's that, the plan to be the slobbiest entity in the entire universe?"
1,1,LISTER,-0.500000,"No. Me five-year plan. You see, I'm going to do two more trips. And I've been saving up all me pay--"
1,1,RIMMER,0.000000,"Since when?"
1,1,LISTER,-0.750000,"Since always. That's why I never buy any soap or deodorant or socks or anything like that, you know. Anyway, I'm going to buy meself a little farm on Fiji. And I'm going to get a sheep and a cow, and breed horses."
1,1,RIMMER,0.000000,"With a sheep and a cow?"
1,1,LISTER,0.000000,"No, with horses and horses."
1,1,RIMMER,0.000000,"On Fiji?"
1,1,LISTER,-0.500000,"Yeah! The prices there are unbelievable."
1,1,RIMMER,0.000000,"Yes, because they had a volcanic eruption and now most of Fiji's three feet below sea level!"
1,1,LISTER,-0.333333,"It's only three feet. They can wade. That's why the animals are gonna hafta be quite tall."
1,1,RIMMER,0.375000,"Nice plan, Lister. Excellent plan! Brilliant plan, Lister! What about the sheep? What are you going to do, buy them water-wings? Fit them with stilts? Better still, you could cross-breed them with dolphins and have leaping mutton.  Baa, splash, baa, splash."
1,1,LISTER,0.000000,"You can get a drainage grant these days."
1,1,RIMMER,-0.500000,"Why bother, Lister? You could be the first man to produce wet- look knitwear."
1,1,LISTER,-1.000000,"Look, this is why I never ever said anything to you, 'cause I knew you'd say something like this."
1,1,RIMMER,-0.250000,"Lister, you've got the brain of a cheese sandwich.  "Mornin', Farmer Lister! I'm just poppin' down to the shops in my submarine. Can I buy you anything?""
1,1,HOLLY,-0.500000,"The "Welcome Back George MacIntyre" reception is about to begin in the refectory. George says he'd like to invite everybody, especially those who weren't able to attend his funeral."
1,1,LISTER,0.000000,"Petersen, have you got a quarter?"
1,1,LISTER,-0.333333,"I've just been shown this great new intelligence test. What you've gotta do is force the coin onto your forehead. And then the more times you can bang yourself on the head, the more intelligent you are."
1,1,LISTER,0.000000,"You gonna go for it?"
1,1,LISTER,0.000000,"Ready? OK. Can you feel it?"
1,1,LISTER,0.000000,"Can you feel it?"
1,1,LISTER,0.000000,"Can you feel it?"
1,1,LISTER,0.000000,"Go!"
1,1,LISTER,1.000000,"Sir, it's Rimmer!"
1,1,LISTER,-1.000000,"I'm turning you in, Rimmer."
1,1,LISTER,0.000000,"Ooooh!"
1,1,RIMMER,-0.375000,"Right. They're bound to ask the right thigh, which is 10 per cent. They must ask the left thigh, which is 20 per cent. They've *got* to ask one of the forearms. Which means I've passed already! Anything on the left shin's a bonus! Right. CUTIE: Current under tension is ... what's this? Current under tension is equal? Current under tension is expandable? Current under tension is expensive? What does this mean? What does any of it mean? I've covered my body in complete and utter and total absolute nonsense gibberish! Aaaargh! Just relax, relax, relax, relax--"
1,1,RIMMER,0.000000,"Er, plus 20 per cent of the ship's course minus the Pythagoras theorem multiplied by two over the X axis minus one equals the total velocity of Red Dwarf, which means I know everything about astro- engineering. Good morning, Lister, for probably the last time."
1,1,LISTER,-1.000000,"You've got it all down, have you, Rimmer?"
1,1,RIMMER,-1.000000,"Couple of blanks, but I think we're there."
1,1,LISTER,-1.000000,"So you can't remember anything?"
1,1,RIMMER,1.000000,"Think what you will, Lister."
1,1,LISTER,-0.666667,"Rimmer, F-I-S-H, that's how you spell "fish." Then you just keel over. I'm sure it'll all come flooding back to you."
1,1,RIMMER,-1.000000,"Dry up, Lister."
1,1,HOLLY,0.000000,"Will entrants for the engineer's examination now make their way to the teaching room."
1,1,LISTER,1.000000,"Well, Rimmer, honestly, good luck."
1,1,RIMMER,0.000000,"It's all right, Lister. I'm in *complete* and total control."
1,1,LISTER,0.000000,"Lock.  *Lock!*"
1,1,LISTER,0.000000,"Frankenstein! Come on, Frankenstein!"
1,1,LISTER,-0.500000,"Oh, but you're getting really big now, you know? I hope it's not twins. You've already got all me milk ration. Never mind, when the baby cat comes, maybe we can give him water and pretend it's milk. It's only a baby cat, it won't know, eh? Do you want to see my picture of Fiji again, Frankie? You're going to love it there. Look."
1,1,LISTER,0.000000,"Hi. Where's the Captain's office?"
1,1,LISTER,0.500000,"So that's the Captain's office! So how are you then?"
1,1,LISTER,0.000000,"Do you know what he wants to see me for?"
1,1,LISTER,0.000000,"Oh yeah?"
1,1,LISTER,1.000000,"Oh yeah?!"
1,1,LISTER,-1.000000,"You asked to see me, Captain?"
